Veteran,LoanAmountRequested,Status,PropertyState
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,140000,2,NV
0,325000,1,NJ
0,79000,2,WI
0,79000,2,WI
0,79000,2,WI
0,79000,2,WI
0,79000,2,WI
0,79000,2,WI
0,79000,2,WI
0,79000,2,WI
0,79000,2,WI
0,79000,2,WI
0,89000,2,WI
0,89000,2,WI
0,89000,2,WI
0,89000,2,WI
0,89000,2,WI
0,104000,2,WI
0,104000,2,WI
0,104000,2,WI
0,104000,2,WI
0,104000,2,WI
0,104000,2,WI
0,104000,2,WI
0,104000,2,WI
0,104000,2,WI
0,104000,2,WI
0,124000,2,WI
0,124000,2,WI
0,124000,2,WI
0,124000,2,WI
0,124000,2,WI
0,66000,1,AL
0,60000,2,PA
1,150000,2,MA
1,150000,2,MA
1,150000,2,MA
0,90000,2,FL
0,90000,2,FL
0,90000,2,FL
0,90000,2,FL
0,90000,2,FL
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
1,72000,1,FL
1,72000,1,FL
1,60000,2,PA
0,160000,1,TX
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
1,120000,2,NC
1,120000,2,NC
1,120000,2,NC
1,180000,2,TX
1,180000,2,TX
1,180000,2,TX
1,180000,1,TX
0,350000,2,WA
0,350000,2,WA
0,350000,2,WA
0,350000,2,WA
0,160000,2,TX
0,160000,1,TX
0,160000,2,TX
0,160000,2,TX
0,160000,2,TX
0,160000,2,TX
0,375000,2,CA
0,375000,2,CA
0,375000,0,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,80000,1,IL
0,438000,1,CA
1,90000,1,IA
0,180000,1,CA
0,190000,2,LA
0,190000,2,LA
1,60000,1,FL
1,70000,2,CA
0,235000,2,ME
0,235000,2,ME
0,235000,2,ME
0,445000,2,DC
0,445000,2,DC
0,445000,2,DC
0,445000,2,DC
0,445000,2,DC
0,160000,2,MN
0,60000,2,NY
0,60000,2,NY
0,60000,2,NY
0,60000,2,NY
0,60000,2,NY
0,190000,2,DE
0,70000,2,SC
1,125000,2,FL
1,125000,2,FL
1,125000,2,FL
1,125000,2,FL
1,125000,2,FL
0,186000,1,FL
0,320000,2,NY
0,320000,2,NY
0,320000,2,NY
0,320000,2,NY
0,320000,2,NY
0,320000,2,NY
0,320000,2,NY
0,320000,2,NY
0,320000,2,NY
0,320000,2,NY
0,320000,2,NY
0,320000,2,NY
0,320000,2,NY
0,320000,2,NY
0,350000,2,CA
0,350000,2,CA
0,350000,2,CA
0,350000,2,CA
0,350000,2,CA
0,105000,2,MI
0,105000,2,MI
1,275000,2,FL
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,1,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,144000,2,AZ
0,190000,1,IN
1,540000,2,IL
1,540000,2,IL
1,540000,2,IL
1,540000,2,IL
1,540000,2,IL
0,170000,2,NJ
0,170000,2,NJ
0,170000,2,NJ
0,170000,2,NJ
0,170000,2,NJ
0,180000,2,AL
0,180000,2,AL
0,600000,1,CA
0,200000,1,CA
0,90000,2,NV
0,90000,2,NV
0,90000,2,NV
0,90000,2,NV
0,90000,2,NV
0,300000,2,OR
0,300000,1,OR
0,150000,1,OH
0,150000,2,TN
0,150000,2,TN
0,150000,2,TN
0,150000,2,TN
0,150000,2,TN
1,219000,1,IN
0,350000,1,TX
1,200000,2,FL
0,60000,1,TX
1,144000,1,MD
1,60000,1,FL
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,375000,2,CA
0,60000,2,IN
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,100000,2,NC
0,68000,2,FL
0,68000,2,FL
0,68000,2,FL
0,68000,2,FL
0,300000,1,TX
0,70000,2,MN
0,70000,2,MN
0,70000,2,MN
0,70000,2,MN
0,70000,2,MN
0,850000,1,CA
0,850000,2,CA
0,105000,2,TN
0,105000,2,TN
0,105000,2,TN
0,105000,2,TN
0,105000,2,TN
1,300000,1,FL
1,400000,1,VA
1,225000,0,KS
1,225000,0,KS
1,225000,0,KS
1,225000,0,KS
1,225000,0,KS
1,225000,2,KS
1,225000,0,KS
1,225000,0,KS
1,225000,0,KS
1,225000,0,KS
1,225000,0,KS
1,225000,0,KS
1,225000,2,KS
1,225000,2,KS
1,225000,0,KS
1,225000,0,KS
1,225000,0,KS
1,225000,0,KS
0,122000,2,TN
0,122000,2,TN
0,122000,1,TN
0,650000,2,CA
0,650000,0,CA
0,550000,2,MA
0,550000,2,MA
0,550000,1,MA
0,205000,0,PA
1,210000,0,CA
1,210000,2,CA
1,210000,0,CA
1,210000,0,CA
1,210000,2,CA
1,210000,0,CA
1,210000,0,CA
1,210000,2,CA
1,210000,2,CA
1,250000,0,CA
1,250000,0,CA
1,250000,2,CA
1,250000,2,CA
1,250000,0,CA
0,80000,1,TX
0,80000,0,TX
0,120000,0,MI
0,235000,2,MA
0,235000,2,MA
0,60000,0,OH
0,130000,1,TX
0,270000,1,TX
0,649000,1,NY
1,60000,0,RI
1,60000,1,RI
0,200000,0,NC
0,200000,2,NC
0,200000,2,NC
0,200000,0,NC
0,200000,2,NC
0,225000,0,WA
1,135000,0,VA
1,135000,2,VA
0,367000,2,CA
0,367000,0,CA
0,367000,2,CA
0,367000,2,CA
0,367000,0,CA
0,125000,0,AZ
0,125000,2,TX
0,125000,0,TX
0,125000,0,TX
0,125000,0,TX
0,125000,0,TX
1,125000,0,NE
1,125000,0,NE
1,125000,2,NE
1,125000,2,NE
1,125000,2,NE
1,74000,1,SC
0,770000,0,PA
0,300000,1,CA
0,115000,0,FL
0,115000,2,FL
0,115000,2,FL
0,115000,2,FL
0,115000,0,FL
0,115000,2,FL
0,115000,2,FL
0,115000,0,FL
0,115000,0,FL
0,115000,2,FL
0,115000,0,FL
0,115000,2,FL
0,115000,2,FL
0,115000,2,FL
0,115000,2,FL
0,115000,2,FL
0,115000,0,FL
0,115000,0,FL
0,115000,2,FL
0,115000,2,FL
0,115000,0,FL
0,115000,0,FL
0,115000,2,FL
0,115000,0,FL
0,115000,0,FL
0,115000,0,FL
0,115000,0,FL
0,115000,0,FL
0,115000,0,FL
0,115000,0,FL
0,260000,0,WA
0,220000,1,WI
0,190000,0,LA
0,190000,2,LA
0,190000,0,LA
0,190000,0,LA
0,280000,0,GA
0,280000,0,GA
0,280000,0,GA
0,375000,2,NY
0,375000,2,NY
0,190000,0,CA
0,305000,0,MD
0,305000,2,MD
0,305000,2,MD
0,305000,0,MD
0,305000,0,MD
0,305000,0,MD
0,305000,2,MD
0,305000,0,MD
0,305000,0,MD
0,305000,2,MD
0,305000,2,MD
0,305000,2,MD
0,305000,0,MD
0,305000,0,MD
0,305000,2,MD
0,305000,2,MD
0,305000,0,MD
0,305000,2,MD
0,160000,2,FL
0,160000,0,FL
0,160000,2,FL
0,160000,2,FL
0,160000,0,FL
0,110000,0,VA
1,112000,2,NV
1,112000,0,NV
1,112000,2,NV
1,112000,0,NV
1,112000,2,NV
0,215000,2,MD
0,190000,1,MA
0,180000,2,DE
0,180000,2,DE
0,180000,2,DE
0,180000,2,DE
0,180000,0,DE
0,305000,0,WV
0,60000,1,MD
0,60000,1,MD
0,110000,2,IN
0,110000,0,IN
0,110000,0,IN
0,110000,0,IN
0,110000,0,IN
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,0,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,375000,2,IL
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,140000,2,CA
0,350000,2,MA
0,350000,2,MA
0,350000,2,MA
0,200000,2,IA
0,280000,1,TX
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,170000,2,WA
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,225000,2,OH
0,310000,2,CA
0,310000,2,CA
0,310000,2,CA
0,310000,2,CA
0,310000,2,CA
0,210000,2,VA
0,210000,2,VA
0,210000,2,VA
0,210000,2,VA
0,210000,2,VA
0,185000,1,VA
0,60000,2,PA
0,60000,2,PA
0,60000,2,PA
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,0,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,150000,2,MD
0,500000,2,HI
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,250000,2,AL
0,250000,2,AL
0,250000,2,AL
0,250000,2,AL
0,250000,2,AL
0,160000,1,FL
0,160000,1,FL
1,300000,2,CA
1,130000,2,PA
1,130000,2,PA
1,130000,2,PA
1,130000,2,PA
1,130000,2,PA
0,100000,2,TN
0,180000,1,DE
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,1,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,480000,2,CA
0,225000,2,VA
0,225000,2,VA
0,225000,2,VA
0,225000,2,VA
0,225000,2,VA
0,452000,0,CA
0,452000,2,CA
0,452000,2,CA
0,452000,2,CA
0,452000,2,CA
0,452000,2,CA
0,452000,2,CA
0,452000,2,CA
0,452000,2,CA
0,452000,2,CA
0,452000,2,CA
0,452000,2,CA
0,452000,2,CA
0,452000,2,CA
0,452000,0,CA
0,452000,0,CA
0,452000,2,CA
0,540000,2,MD
0,540000,2,MD
0,540000,2,MD
0,540000,2,MD
0,200000,1,NV
0,150000,2,WI
0,150000,2,WI
0,150000,2,WI
0,150000,2,WI
0,150000,2,WI
0,515000,2,MD
0,515000,2,MD
0,515000,2,MD
0,515000,2,MD
0,515000,2,MD
0,60000,1,IA
0,420000,1,AZ
0,275000,2,FL
0,70000,1,TX
0,70000,2,TX
0,140000,2,MI
0,140000,2,MI
0,140000,2,MI
0,140000,2,MI
0,140000,2,MI
0,135000,1,MN
0,300000,2,HI
0,225000,2,AZ
0,225000,2,AZ
0,225000,2,AZ
0,225000,2,AZ
0,250000,1,ME
0,250000,1,ME
0,90000,2,AZ
0,139000,1,KS
0,205000,1,TX
0,205000,1,TX
0,135000,2,CO
0,135000,2,CO
0,135000,2,CO
0,135000,2,CT
0,275000,2,SC
1,400000,2,CA
1,400000,1,CA
0,185000,2,LA
0,185000,2,LA
0,185000,2,LA
0,185000,2,LA
0,185000,2,LA
1,60000,2,CO
1,60000,2,CO
1,60000,2,CO
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,1,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,250000,2,FL
0,80000,1,AZ
0,125000,1,IA
0,465000,1,CA
0,500000,2,CA
0,500000,2,CA
0,500000,2,CA
0,500000,2,CA
0,500000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,240000,2,CA
0,294000,2,CA
0,275000,1,MO
0,275000,1,MO
0,275000,2,MO
0,275000,2,MO
0,275000,2,MO
0,95000,1,TX
0,95000,2,TX
0,160000,2,MA
0,160000,2,MA
0,160000,2,MA
0,160000,2,MA
0,160000,2,MA
0,160000,1,NY
0,160000,1,NY
0,325000,2,NJ
0,325000,2,NJ
1,98000,2,FL
1,98000,2,FL
1,98000,2,FL
1,98000,2,FL
1,98000,2,FL
0,315000,1,RI
0,95000,2,WI
0,95000,2,WI
0,95000,2,WI
0,218000,1,NC
0,80000,1,TN
0,80000,1,TN
0,195000,1,WI
0,125000,2,NV
0,125000,2,NV
0,70000,1,WA
0,225000,2,MO
0,225000,2,MO
0,250000,2,CO
0,250000,2,CO
0,250000,2,CO
0,250000,2,CO
0,250000,2,CO
0,142000,1,IL
0,150000,2,FL
0,150000,2,FL
0,150000,2,FL
0,150000,2,FL
0,150000,2,FL
0,60000,2,MI
0,60000,2,MI
1,63000,1,OH
0,90000,2,MI
0,90000,2,MI
0,90000,2,MI
0,90000,2,MI
0,90000,2,MI
0,125000,2,PA
0,125000,2,PA
0,125000,2,PA
0,125000,2,PA
1,225000,2,GA
0,180000,2,CO
0,180000,2,CO
0,180000,2,CO
0,180000,2,CO
0,180000,2,CO
0,85000,1,FL
1,145000,2,GA
1,145000,2,GA
1,145000,2,GA
1,145000,2,GA
1,145000,2,GA
0,190000,1,WA
0,525000,1,WA
0,525000,1,WA
0,525000,1,WA
0,525000,1,WA
0,525000,1,WA
0,525000,1,WA
0,225000,2,TX
0,225000,2,TX
1,190000,2,FL
1,190000,2,FL
1,190000,2,FL
1,190000,2,FL
1,190000,2,FL
0,185000,2,NJ
0,185000,2,NJ
0,185000,2,NJ
0,185000,2,NJ
0,185000,2,NJ
0,185000,1,NJ
0,180000,2,NM
0,180000,2,NM
0,180000,2,NM
0,180000,2,NM
0,180000,2,NM
0,180000,2,NM
0,180000,2,NM
0,180000,2,NM
0,275000,2,WA
0,275000,2,WA
0,275000,2,WA
0,275000,2,WA
0,275000,2,WA
0,275000,2,WA
0,275000,2,WA
0,275000,2,WA
0,275000,2,WA
0,275000,2,WA
0,550000,1,HI
0,550000,1,HI
0,305000,1,CO
0,305000,1,CO
0,69000,1,OH
0,190000,2,FL
0,190000,2,FL
0,190000,2,FL
1,240000,1,MD
0,355000,1,SC
0,200000,1,AL
0,200000,1,AL
0,200000,1,AL
0,140000,1,PA
0,90000,2,MD
0,90000,2,MD
0,90000,2,MD
0,90000,2,MD
0,90000,2,MD
0,185000,2,VA
0,185000,2,VA
0,185000,2,VA
0,185000,2,VA
0,185000,2,VA
0,225000,2,NJ
0,225000,2,NJ
0,225000,2,NJ
0,225000,2,NJ
0,260000,1,NJ
0,90000,2,NY
0,90000,2,NY
0,90000,2,NY
0,90000,2,NY
0,90000,2,NY
0,88000,1,PA
0,88000,1,PA
0,88000,1,PA
0,88000,1,PA
0,70000,2,FL
0,70000,2,FL
0,70000,2,FL
0,300000,2,AZ
0,300000,2,AZ
0,300000,2,AZ
0,300000,2,AZ
0,300000,1,AZ
0,300000,2,AZ
0,300000,2,AZ
0,300000,2,AZ
0,300000,2,AZ
0,300000,2,AZ
0,300000,2,AZ
0,300000,2,AZ
0,300000,2,AZ
0,300000,2,AZ
0,300000,2,AZ
0,300000,2,AZ
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,130000,2,MI
0,115000,1,PA
0,115000,1,PA
0,178000,2,MN
1,205000,1,FL
1,205000,1,FL
0,750000,2,CA
0,750000,2,CA
0,750000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
0,405000,2,CA
1,170000,2,OH
1,170000,2,OH
0,650000,2,TX
0,650000,2,TX
0,650000,2,TX
0,650000,2,TX
0,650000,2,TX
0,650000,2,TX
0,650000,2,TX
0,650000,2,TX
0,650000,2,TX
0,650000,2,TX
0,650000,2,TX
0,650000,2,TX
0,60000,2,FL
0,60000,0,TX
0,120000,2,PA
0,120000,2,PA
0,120000,2,PA
0,120000,2,PA
0,120000,2,PA
0,200000,2,MO
0,200000,2,MO
0,200000,2,MO
0,200000,1,MO
0,200000,2,MO
0,200000,2,MO
0,200000,2,MO
0,200000,2,MO
0,550000,2,NY
0,550000,2,NY
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,380000,2,CA
0,115000,2,VA
0,115000,2,VA
0,115000,2,VA
0,115000,2,VA
0,115000,2,VA
0,180000,1,MN
1,100000,2,IL
1,100000,2,IL
1,100000,2,IL
1,100000,2,IL
0,325000,2,CA
0,325000,2,CA
0,325000,2,CA
0,325000,2,CA
0,325000,2,CA
0,140000,2,WA
0,140000,2,WA
0,60000,2,TX
0,225000,2,UT
0,225000,2,UT
0,225000,2,UT
0,240000,1,OH
0,240000,1,OH
0,500000,2,CA
0,500000,2,CA
0,500000,2,CA
0,250000,1,TX
0,160000,1,TN
1,280000,2,KY
1,280000,2,KY
1,280000,2,KY
1,280000,2,KY
1,280000,2,KY
0,325000,1,ME
1,70000,1,CA
0,200000,1,GA
0,475000,1,MD
0,65000,2,AZ
0,65000,2,AZ
0,65000,1,AZ
0,65000,1,AZ
0,65000,2,AZ
0,65000,1,AZ
0,65000,2,AZ
0,65000,2,AZ
0,65000,2,AZ
0,65000,2,AZ
0,65000,2,AZ
0,240000,2,CO
0,240000,2,CO
0,240000,2,CO
0,240000,2,CO
0,240000,2,CO
1,225000,1,LA
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,385000,2,FL
0,95000,2,FL
0,95000,2,FL
0,95000,2,FL
0,95000,0,FL
0,95000,2,FL
0,95000,0,FL
0,95000,2,FL
0,95000,0,FL
0,95000,2,FL
0,95000,0,FL
0,95000,2,FL
0,95000,2,FL
0,95000,0,FL
0,95000,0,FL
0,95000,0,FL
0,95000,2,FL
0,95000,0,FL
0,95000,0,FL
0,75000,2,GA
0,75000,0,GA
0,75000,0,GA
1,126000,0,FL
1,150000,2,MA
1,150000,0,MA
1,150000,0,MA
1,150000,2,MA
0,155000,0,NM
0,130000,0,NY
0,130000,1,NY
0,130000,2,NY
0,130000,0,NY
0,130000,0,NY
0,130000,0,NY
0,60000,0,MI
0,60000,0,MI
0,60000,2,MI
0,100000,0,CA
0,100000,2,CA
0,100000,2,CA
0,100000,0,CA
0,100000,0,CA
0,100000,0,CA
0,100000,2,CA
0,100000,0,CA
0,100000,0,CA
0,100000,2,CA
0,100000,0,CA
0,100000,0,CA
0,100000,0,CA
0,100000,0,CA
0,100000,0,CA
0,100000,0,CA
0,100000,2,CA
0,100000,2,CA
0,100000,0,CA
0,100000,0,CA
0,100000,2,CA
0,100000,2,CA
0,60000,2,NC
0,60000,2,NC
0,300000,2,TX
0,300000,0,TX
0,300000,2,TX
0,300000,2,TX
0,300000,2,TX
0,300000,2,TX
0,300000,0,TX
0,300000,2,TX
0,300000,0,TX
0,300000,0,TX
0,300000,2,TX
0,300000,0,TX
0,300000,0,TX
0,300000,0,TX
0,300000,2,TX
0,300000,0,TX
0,300000,2,TX
0,300000,0,TX
0,300000,2,TX
0,300000,2,TX
0,300000,2,TX
0,300000,0,TX
0,300000,2,TX
0,300000,2,TX
0,300000,0,TX
0,300000,0,TX
0,300000,2,TX
0,300000,2,TX
0,450000,2,MA
0,450000,0,MA
0,450000,0,MA
0,450000,2,MA
0,450000,0,MA
0,450000,2,MA
0,450000,2,MA
0,450000,0,MA
0,450000,2,MA
0,450000,0,MA
0,450000,2,MA
0,100000,0,NC
0,100000,0,NC
0,100000,0,NC
0,100000,0,NC
0,100000,0,NC
0,160000,0,VA
0,205000,0,TX
0,205000,2,TX
0,205000,2,TX
0,205000,0,TX
0,205000,2,TX
0,110000,0,OH
1,200000,2,AK
1,200000,2,AK
1,200000,2,AK
0,92000,0,NY
0,570000,2,MA
0,570000,2,MA
0,570000,2,MA
0,248000,1,CA
0,120000,1,TX
1,125000,2,WA
1,125000,2,WA
0,274000,2,WA
0,274000,2,WA
0,274000,2,WA
0,274000,2,WA
0,85000,2,IN
0,85000,2,IN
0,85000,2,IN
0,200000,2,NC
0,200000,2,NC
0,200000,2,NC
0,200000,2,NC
0,200000,2,NC
0,95000,2,TX
0,95000,2,TX
0,95000,2,TX
0,95000,2,TX
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,257000,2,FL
0,951000,2,FL
0,951000,2,FL
0,951000,2,FL
0,951000,2,FL
0,951000,2,FL
0,150000,2,PA
0,150000,2,PA
0,150000,2,PA
0,150000,2,PA
0,150000,2,PA
0,170000,1,NJ
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,140000,2,RI
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
0,200000,2,CA
1,60000,2,NY
1,60000,2,NY
1,60000,2,NY
1,60000,2,NY
1,60000,2,NY
1,60000,2,NY
0,171000,1,OR
0,600000,2,DE
0,600000,2,DE
